1	-0.8002697518488464
2	-0.8473354765038569
3	-0.8539755885068722
4	0.5722675374113255
5	-0.8795355279029677
6	-0.8963476333936097
7	-0.9983611751326267
8	-0.8958514680982458
9	-0.8105763467180057
10	0.7771508749809514
11	-0.9563507926462564
12	-0.697451102436836
13	-0.9635869322012443
14	0.7243288142995077
15	0.6984413735278148
16	-0.6842276937071068
17	0.538303943469162
18	0.9904586511508395
19	-0.7966747900274037
20	-0.9990588149408177
21	-0.6297567254157896
22	-0.5611897764571073
23	0.8533748475176361
24	-0.9802067059269607
25	-0.7075771753665476
26	-0.7720122680917832
27	-0.7484154095711015
28	-0.9899512249629405
29	-0.8124451297659913
30	-0.9208810985789913
31	-0.6471083415388541
32	-0.9064695274871892
33	-0.9782009044917594
34	0.875241035519914
35	-0.9987541042029093
36	-0.8324939156189853
37	-0.8815754008934188
38	-0.7219713941863584
39	-0.9992789030235201
40	-0.5807317189833917
41	-0.6811995242033703
42	-0.5029182392030531
43	-0.9013263965819708
44	0.8205614181638395
45	-0.7452043547259296
46	-0.9585301597718161
47	-0.9232679865429372
48	-0.919221774440206
49	-0.9990515647812037
50	-0.959063014461163
51	-0.9998431186180337
52	-0.9791502979273424
53	-0.7251766146076569
54	-0.737591241325582
55	-0.5939678392205934
56	0.8132138980205805
57	-0.8069270422775652
58	0.9266784096112358
