1	-0.9571629700712511
2	-0.89030139049826
3	-0.8763720096685433
4	-0.6221980064498779
5	0.8351844826330537
6	-0.8272951548808929
7	-0.7191161192335705
8	-0.9986430289417321
9	-0.8957141716753244
10	-0.556977390189522
11	-0.9291184795614414
12	0.6385252194789065
13	-0.9772832460124393
14	0.7099184156146575
15	0.5884163364727044
16	-0.5350097587913003
17	-0.8957968068921637
18	0.7789898111769992
19	-0.7966747900274037
20	-0.9558920447290943
21	-0.8283758850995347
22	-0.6627966666528625
23	0.8361279968796457
24	-0.9970112563651179
25	0.6274482294416197
26	-0.8166377968006461
27	0.7982552159915223
28	-0.6736089747776162
29	-0.8702631044060938
30	-0.7253843842717396
31	0.7424496435649913
32	-0.8665370131812162
33	-0.9949863382199886
34	0.8111339600642367
35	-0.9948477425925843
36	-0.9511981207414697
37	-0.9840449843581156
38	0.9730012604710496
39	-0.5344730028569349
40	-0.8666542301869662
41	0.5791961015001909
42	-0.8824232543629973
43	-0.978662434772607
44	0.6262790312328567
45	0.6783617799738061
46	0.7805789745944103
47	-0.9569388867448194
48	-0.866941261314542
49	-0.9288905151928112
50	-0.5642270721657119
51	-0.9865423932653172
52	-0.9971360207827453
53	-0.9027849697049487
54	-0.5810355592674905
55	-0.6585392715353988
56	0.5514474975456335
57	-0.5336695014237983
58	-0.5265202856728557
